Date,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
9/8/2023,6,83,Yes,6,9,77
10/11/2023,4,51,No,8,3,32
4/16/2023,2,42,Yes,6,8,15
1/24/2023,8,69,Yes,5,5,62
9/3/2023,4,71,Yes,8,2,55
7/4/2023,9,62,Yes,5,6,59
9/10/2023,7,41,No,7,5,32
3/17/2023,2,46,Yes,7,7,21
11/8/2023,4,73,No,7,4,56
12/5/2023,5,71,No,7,5,55
5/29/2023,3,92,No,8,0,74
5/5/2023,9,78,Yes,6,7,74
10/18/2023,5,71,No,8,0,56
4/3/2023,2,82,No,9,2,58
6/20/2023,3,82,No,8,1,64
4/16/2023,9,53,Yes,5,5,49
5/8/2023,7,42,No,6,7,31
8/27/2023,2,85,Yes,4,7,64
3/4/2023,9,71,No,4,6,63
6/6/2023,4,82,No,6,6,66
11/6/2023,9,75,Yes,4,7,73
3/14/2023,2,56,Yes,6,4,38
10/26/2023,4,87,No,5,2,70
4/18/2023,5,42,Yes,5,1,27
6/14/2023,2,96,No,8,2,72
10/4/2023,1,49,No,4,2,21
4/30/2023,7,92,Yes,6,6,85
4/30/2023,1,86,Yes,5,0,62
4/11/2023,8,79,Yes,8,6,73
4/21/2023,3,57,No,4,5,32
8/17/2023,6,42,No,4,9,30
6/12/2023,7,78,No,4,1,64
1/1/2023,1,49,Yes,5,9,25
8/6/2023,6,91,Yes,5,0,82
4/16/2023,7,48,Yes,4,8,41
5/27/2023,6,85,No,5,1,71
5/25/2023,4,94,Yes,4,3,79
9/12/2023,1,85,Yes,7,8,59
8/29/2023,9,50,No,5,8,45
4/3/2023,4,99,Yes,6,0,84
8/12/2023,7,72,Yes,5,1,62
11/29/2023,7,75,No,4,1,65
9/25/2023,2,65,No,6,1,43
5/13/2023,1,66,No,8,7,39
4/28/2023,8,77,No,6,7,70
9/4/2023,8,61,No,6,9,54
12/7/2023,7,65,No,5,7,55
4/29/2023,8,61,Yes,9,3,55
12/24/2023,3,44,Yes,6,7,25
6/27/2023,2,74,No,6,6,52
8/31/2023,7,41,No,4,7,31
12/12/2023,8,74,Yes,5,0,68
5/2/2023,1,48,No,4,2,19
6/1/2023,9,90,No,5,9,87
6/29/2023,4,90,Yes,8,5,71
5/2/2023,4,88,Yes,9,0,74
11/2/2023,3,57,No,6,3,35
2/1/2023,6,82,No,5,8,69
9/13/2023,1,51,Yes,6,6,24
3/31/2023,6,42,No,6,0,29
7/25/2023,2,57,Yes,7,5,34
2/13/2023,9,95,Yes,4,5,93
9/24/2023,2,77,No,9,1,52
11/30/2023,7,46,Yes,5,5,37
4/22/2023,1,72,Yes,8,9,49
12/13/2023,7,45,Yes,9,1,38
4/28/2023,5,57,No,7,7,44
8/23/2023,8,84,No,4,6,75
3/17/2023,4,61,No,8,5,44
5/26/2023,7,90,Yes,8,9,84
4/8/2023,6,78,Yes,6,5,65
11/8/2023,5,90,No,4,8,75
12/9/2023,4,48,Yes,7,8,29
12/5/2023,7,74,Yes,5,9,67
4/18/2023,5,62,No,5,9,50
8/15/2023,5,51,Yes,7,1,38
10/26/2023,1,91,Yes,6,2,66
9/9/2023,2,63,Yes,6,9,42
2/21/2023,5,89,Yes,8,6,76
8/19/2023,3,79,Yes,4,9,64
8/21/2023,2,48,Yes,8,8,26
11/19/2023,4,52,No,5,5,31
4/15/2023,4,79,No,7,0,63
11/8/2023,4,93,Yes,4,6,77
5/8/2023,4,81,No,7,0,61
6/9/2023,3,56,No,4,4,33
11/30/2023,7,46,No,9,8,39
12/14/2023,9,56,Yes,5,9,52
8/19/2023,5,94,No,5,9,82
5/23/2023,4,89,Yes,9,8,73
8/16/2023,2,63,No,4,0,37
9/28/2023,2,41,No,6,5,16
5/31/2023,5,74,Yes,4,2,59
12/30/2023,7,67,No,5,8,59
8/24/2023,9,58,Yes,7,2,56
8/23/2023,7,72,No,8,1,59
8/13/2023,5,60,No,7,7,46
1/22/2023,6,92,No,5,2,80
5/7/2023,3,49,No,7,4,30
10/3/2023,5,92,Yes,6,5,78
1/14/2023,8,85,Yes,6,9,81
6/19/2023,1,84,No,4,9,57
2/7/2023,1,48,Yes,7,0,24
7/1/2023,7,77,No,7,6,66
7/27/2023,5,45,Yes,5,6,31
9/22/2023,5,90,Yes,4,4,73
1/12/2023,1,92,Yes,4,8,66
1/15/2023,9,81,No,7,1,78
1/29/2023,1,94,Yes,8,4,66
5/7/2023,5,74,Yes,7,1,57
9/28/2023,9,57,No,7,1,50
6/25/2023,4,92,No,7,8,77
6/21/2023,8,58,No,6,6,54
4/30/2023,6,44,Yes,9,3,30
3/16/2023,3,64,Yes,4,7,43
12/1/2023,4,50,Yes,9,3,34
12/2/2023,2,49,Yes,6,0,26
10/11/2023,1,56,Yes,8,9,36
4/1/2023,8,75,Yes,5,2,69
7/22/2023,1,65,No,8,9,39
1/6/2023,1,70,Yes,4,0,44
12/6/2023,4,71,Yes,5,1,56
4/6/2023,6,60,Yes,9,1,47
11/3/2023,9,57,No,8,6,56
3/30/2023,1,99,Yes,4,3,73
6/17/2023,7,57,No,8,9,48
4/23/2023,5,40,Yes,5,8,24
7/17/2023,8,53,No,5,1,49
1/3/2023,7,47,No,8,8,41
9/29/2023,4,41,No,6,5,24
1/31/2023,4,90,Yes,8,9,72
9/6/2023,6,54,No,9,7,45
5/9/2023,6,99,Yes,8,6,92
10/5/2023,9,73,No,8,7,68
5/21/2023,5,75,Yes,6,8,62
4/9/2023,8,40,No,7,7,36
11/14/2023,5,90,No,5,5,77
12/7/2023,2,60,Yes,9,7,40
7/19/2023,6,81,No,4,7,69
4/16/2023,9,40,Yes,5,1,38
6/18/2023,3,71,No,5,1,50
12/5/2023,1,59,No,7,0,33
2/1/2023,1,93,Yes,5,9,69
9/11/2023,3,86,Yes,5,1,63
2/6/2023,5,75,Yes,6,6,59
1/8/2023,3,78,No,6,2,54
9/16/2023,9,69,Yes,6,3,65
6/5/2023,8,46,Yes,6,3,41
11/12/2023,3,61,No,6,3,41
9/29/2023,9,96,Yes,9,1,94
4/7/2023,6,89,Yes,4,5,80
9/14/2023,7,84,No,7,0,74
2/15/2023,4,49,No,8,4,33
3/26/2023,4,95,No,9,1,78
9/9/2023,2,47,No,6,8,21
8/25/2023,5,66,No,7,1,49
3/7/2023,8,49,Yes,8,5,43
9/30/2023,7,53,No,5,3,40
9/28/2023,7,85,No,9,5,77
5/12/2023,6,98,No,5,1,84
12/11/2023,3,91,Yes,7,1,74
5/20/2023,5,93,Yes,4,6,78
2/15/2023,1,50,Yes,4,2,21
11/27/2023,7,45,Yes,7,2,34
5/21/2023,9,60,No,4,6,54
12/20/2023,1,72,No,4,7,47
7/27/2023,2,58,No,5,6,36
11/26/2023,3,78,Yes,4,2,53
8/1/2023,3,63,No,4,2,45
2/1/2023,8,57,Yes,7,6,52
2/4/2023,7,74,Yes,4,2,66
2/19/2023,6,91,Yes,9,1,79
6/8/2023,4,82,No,6,6,63
3/1/2023,9,76,No,6,2,72
12/10/2023,1,58,No,7,4,33
7/22/2023,2,92,No,6,6,70
1/16/2023,4,63,Yes,5,1,47
6/1/2023,3,95,No,9,7,73
1/14/2023,1,73,Yes,9,1,50
2/12/2023,5,61,Yes,7,3,48
1/24/2023,7,43,Yes,4,3,33
8/8/2023,2,96,Yes,6,7,72
1/6/2023,5,49,Yes,5,0,31
5/10/2023,6,41,Yes,7,8,32
2/14/2023,7,47,Yes,7,5,34
5/20/2023,1,72,No,4,3,41
1/10/2023,7,98,No,8,5,91
9/20/2023,4,77,Yes,6,5,61
9/15/2023,8,82,No,5,8,75
9/17/2023,4,98,No,7,3,80
4/5/2023,6,67,No,6,7,57
12/19/2023,9,49,No,5,0,46
4/14/2023,5,84,Yes,9,5,71
12/14/2023,4,40,No,9,4,21
7/17/2023,8,73,Yes,5,2,69
2/16/2023,9,42,Yes,9,3,37
10/15/2023,4,48,No,7,7,32
4/12/2023,3,44,No,6,9,26
5/20/2023,8,81,Yes,5,1,74
6/28/2023,5,49,Yes,7,7,34
3/3/2023,2,51,No,6,6,24
2/22/2023,9,57,No,6,0,53
7/2/2023,3,97,Yes,7,1,74
3/12/2023,2,60,No,6,6,37
10/14/2023,1,60,Yes,8,2,31
4/7/2023,8,40,Yes,5,1,29
8/21/2023,3,42,Yes,5,0,21
12/17/2023,7,44,Yes,6,6,37
5/1/2023,1,64,No,7,2,37
4/26/2023,1,97,Yes,4,5,73
3/22/2023,9,88,Yes,9,9,87
4/7/2023,8,47,No,6,7,45
5/30/2023,3,56,No,4,5,32
5/12/2023,6,48,Yes,6,6,35
4/26/2023,3,71,No,4,5,52
6/29/2023,4,45,No,6,6,27
12/28/2023,1,88,Yes,7,4,65
4/24/2023,5,79,No,9,8,64
6/20/2023,1,60,No,4,2,30
4/26/2023,1,46,No,8,5,22
10/27/2023,7,46,No,7,8,35
8/16/2023,6,86,No,9,0,72
8/12/2023,2,78,Yes,6,4,55
11/19/2023,2,93,No,4,3,71
1/11/2023,7,66,Yes,9,8,60
7/3/2023,1,47,Yes,5,0,19
12/7/2023,2,48,No,7,3,25
10/6/2023,8,67,No,4,0,55
3/25/2023,6,54,No,7,2,41
3/3/2023,2,41,No,4,3,17
1/7/2023,7,46,No,5,0,36
1/19/2023,4,86,No,8,4,71
12/4/2023,2,57,No,5,5,35
11/11/2023,6,61,No,6,0,48
5/25/2023,9,89,No,7,9,82
10/21/2023,9,49,No,8,9,48
12/19/2023,8,93,No,7,3,86
10/3/2023,3,89,No,9,3,69
10/28/2023,3,72,Yes,4,0,50
7/29/2023,2,46,No,6,1,22
12/25/2023,5,42,Yes,6,9,25
3/27/2023,4,53,Yes,7,4,33
8/7/2023,7,83,No,6,1,71
6/21/2023,4,85,Yes,7,2,70
1/17/2023,9,75,No,4,8,71
7/27/2023,2,52,No,4,4,28
5/31/2023,6,55,Yes,7,0,44
10/20/2023,7,55,No,5,4,46
4/14/2023,4,93,Yes,5,2,76
11/25/2023,6,44,Yes,4,0,29
6/3/2023,7,91,No,8,2,84
11/23/2023,4,64,Yes,5,5,47
12/27/2023,8,77,Yes,7,9,70
3/18/2023,9,77,No,4,4,73
10/25/2023,1,89,Yes,6,0,63
6/29/2023,7,77,No,6,1,68
6/1/2023,9,78,No,5,4,74
2/20/2023,5,95,No,8,8,82
7/25/2023,2,95,No,9,4,77
5/14/2023,6,87,Yes,5,4,77
11/13/2023,7,80,No,8,0,71
8/20/2023,2,65,Yes,5,4,39
3/11/2023,2,98,Yes,6,7,77
7/17/2023,1,52,No,8,8,25
2/19/2023,4,83,No,6,9,63
1/8/2023,7,90,No,7,2,80
3/23/2023,9,65,Yes,7,3,62
6/4/2023,3,94,No,4,6,75
5/28/2023,7,94,Yes,6,6,88
10/6/2023,7,40,No,6,0,31
10/7/2023,7,47,No,4,5,36
9/5/2023,2,43,Yes,7,8,21
4/30/2023,6,60,Yes,7,4,50
1/15/2023,2,61,No,8,7,40
1/28/2023,6,90,No,8,9,81
11/8/2023,3,92,No,9,8,75
6/1/2023,2,97,Yes,7,9,76
5/25/2023,6,76,No,9,9,66
5/4/2023,2,88,No,5,2,59
1/14/2023,5,42,Yes,6,0,26
4/30/2023,2,58,No,8,1,33
8/28/2023,3,40,Yes,5,4,19
10/12/2023,3,68,Yes,8,9,49
6/26/2023,6,62,No,4,6,50
4/29/2023,6,72,No,6,5,56
1/19/2023,3,94,Yes,9,3,74
3/21/2023,3,91,Yes,9,8,72
4/6/2023,1,80,No,8,3,53
4/21/2023,7,62,Yes,7,2,60
12/27/2023,8,44,Yes,9,4,35
5/27/2023,2,46,No,4,3,22
6/20/2023,4,96,Yes,4,1,80
6/20/2023,7,97,Yes,7,2,88
9/22/2023,8,45,Yes,4,6,39
6/29/2023,1,88,Yes,6,1,63
6/5/2023,4,61,Yes,8,0,44
6/10/2023,6,88,Yes,4,1,72
11/7/2023,3,52,No,6,7,33
12/18/2023,5,51,No,7,7,39
3/2/2023,9,43,No,8,9,45
12/9/2023,3,47,No,7,1,23
1/28/2023,5,76,Yes,8,5,63
7/10/2023,8,70,No,4,6,63
8/1/2023,6,76,Yes,4,0,63
12/6/2023,4,84,No,8,6,64
4/29/2023,8,65,Yes,6,7,62
8/22/2023,3,82,No,6,8,64
6/24/2023,3,47,Yes,6,7,28
6/16/2023,4,79,No,5,2,60
4/22/2023,9,72,No,9,7,70
2/26/2023,5,84,No,9,2,70
9/21/2023,8,68,No,9,5,60
7/12/2023,6,44,No,6,3,33
12/30/2023,3,67,Yes,4,6,46
12/2/2023,8,92,No,5,7,88
8/24/2023,9,79,Yes,6,9,78
1/13/2023,8,56,No,4,5,47
5/10/2023,4,94,No,5,9,75
7/8/2023,6,62,No,4,3,51
2/11/2023,1,84,Yes,8,7,61
8/25/2023,4,48,No,4,6,29
8/9/2023,8,41,No,5,9,36
6/4/2023,1,71,Yes,6,7,44
3/16/2023,3,90,Yes,9,9,75
8/7/2023,1,91,Yes,5,6,63
12/27/2023,9,88,Yes,6,2,85
6/4/2023,2,70,No,6,2,46
4/5/2023,9,46,Yes,7,8,44
12/18/2023,4,69,Yes,8,6,55
2/14/2023,2,97,No,7,0,76
3/7/2023,4,42,Yes,9,2,25
12/29/2023,6,90,Yes,5,0,74
4/6/2023,7,90,Yes,7,5,79
5/4/2023,3,95,No,9,1,75
12/31/2023,3,48,Yes,6,6,28
2/17/2023,8,49,Yes,5,7,44
5/25/2023,5,85,Yes,7,5,72
1/22/2023,4,89,No,4,4,72
1/1/2023,7,97,No,9,9,94
4/19/2023,7,86,Yes,9,3,79
5/13/2023,9,65,No,8,8,64
4/11/2023,9,40,Yes,4,7,35
11/18/2023,5,69,No,5,4,54
3/12/2023,8,96,No,7,0,90
11/6/2023,1,77,Yes,6,7,52
6/18/2023,9,54,Yes,7,7,50
2/17/2023,8,64,Yes,5,6,58
3/9/2023,6,45,No,5,6,33
3/4/2023,3,57,Yes,5,7,38
6/1/2023,3,40,No,5,0,17
12/4/2023,8,95,No,9,2,90
10/20/2023,5,42,Yes,7,3,32
8/24/2023,7,56,No,4,5,46
1/23/2023,5,87,No,6,9,76
4/24/2023,8,47,Yes,6,9,45
10/9/2023,4,99,No,8,8,81
4/19/2023,2,88,No,9,3,66
5/9/2023,3,79,Yes,5,5,59
6/24/2023,8,56,Yes,5,8,54
6/25/2023,7,64,Yes,5,8,59
4/1/2023,2,80,No,9,5,55
10/26/2023,6,51,No,4,4,36
6/11/2023,9,68,No,5,2,66
9/30/2023,4,64,Yes,8,4,47
4/12/2023,9,90,No,8,2,89
10/12/2023,2,75,No,4,4,50
2/10/2023,2,92,No,9,9,69
3/15/2023,9,93,Yes,5,9,94
4/25/2023,7,64,Yes,7,0,54
6/6/2023,7,68,Yes,7,5,60
5/26/2023,1,50,No,6,6,22
10/31/2023,6,99,No,4,1,84
6/9/2023,7,43,Yes,7,2,34
4/13/2023,6,53,Yes,6,9,40
8/14/2023,6,85,No,8,8,78
10/25/2023,2,77,Yes,6,7,56
5/6/2023,6,56,No,5,3,45
3/26/2023,4,41,Yes,5,7,23
10/13/2023,9,47,Yes,8,7,45
7/1/2023,1,75,Yes,4,5,50
7/27/2023,8,49,No,9,0,37
2/6/2023,5,46,Yes,5,1,29
10/7/2023,1,75,No,5,3,44
12/5/2023,4,55,Yes,6,3,38
3/16/2023,1,53,Yes,6,1,24
2/28/2023,6,55,No,6,8,43
1/22/2023,2,64,No,7,1,39
8/9/2023,5,80,Yes,8,5,70
9/26/2023,7,43,No,4,4,37
7/29/2023,2,68,Yes,6,3,47
10/20/2023,6,95,No,4,5,85
5/4/2023,6,45,No,6,3,32
2/16/2023,5,40,Yes,5,8,24
8/11/2023,5,78,Yes,4,9,60
11/21/2023,3,40,No,7,6,20
11/6/2023,2,90,No,6,2,66
2/2/2023,7,79,Yes,9,9,74
8/15/2023,1,96,No,8,3,70
6/8/2023,6,42,No,5,0,25
7/13/2023,6,40,No,6,5,25
2/11/2023,3,40,No,4,1,20
9/12/2023,2,78,Yes,6,3,59
3/22/2023,2,60,Yes,5,4,33
12/28/2023,9,84,No,8,7,81
12/6/2023,5,69,No,8,2,51
11/6/2023,7,71,Yes,8,5,64
8/24/2023,5,72,No,9,0,58
11/13/2023,7,87,No,5,8,78
1/10/2023,4,61,No,9,0,43
7/29/2023,8,69,No,9,1,64
12/23/2023,7,93,No,6,0,85
2/11/2023,5,85,Yes,5,7,73
8/7/2023,6,43,No,5,3,32
6/25/2023,5,62,No,6,1,46
4/3/2023,7,94,No,7,6,85
11/21/2023,2,83,Yes,9,7,64
4/5/2023,5,64,No,8,8,50
9/22/2023,3,51,No,4,4,29
7/25/2023,9,56,Yes,9,2,53
10/30/2023,6,92,Yes,4,0,83
4/30/2023,3,54,Yes,6,7,36
5/27/2023,7,49,Yes,4,5,37
12/10/2023,4,74,No,7,4,57
7/9/2023,3,94,No,5,6,75
11/29/2023,8,91,No,8,4,84
7/25/2023,4,91,Yes,4,3,74
8/22/2023,1,68,No,4,4,40
11/27/2023,6,51,Yes,6,6,37
7/6/2023,1,40,Yes,6,5,11
10/6/2023,5,40,No,5,9,28
1/16/2023,7,49,Yes,8,9,40
2/15/2023,6,57,Yes,4,8,47
12/21/2023,2,86,No,5,9,65
1/26/2023,4,41,No,8,1,22
2/18/2023,2,88,Yes,5,6,66
5/9/2023,1,47,No,4,0,19
2/28/2023,3,61,No,6,7,43
3/5/2023,3,61,Yes,6,3,41
10/7/2023,7,65,Yes,6,7,56
7/16/2023,1,65,No,7,7,42
3/28/2023,9,48,No,5,3,45
3/5/2023,6,60,Yes,4,3,46
11/1/2023,4,70,No,5,4,51
4/23/2023,3,91,Yes,6,6,74
11/28/2023,3,82,Yes,9,5,67
9/18/2023,2,45,No,9,0,21
1/5/2023,2,95,No,5,5,73
9/20/2023,5,53,No,8,2,39
1/13/2023,9,72,No,9,8,69
7/18/2023,2,46,No,9,2,24
4/16/2023,2,63,Yes,5,8,36
11/29/2023,6,48,No,7,4,38
12/31/2023,2,50,Yes,7,9,29
1/9/2023,4,95,No,6,7,72
9/10/2023,6,62,Yes,4,8,48
9/21/2023,5,87,No,8,8,71
3/31/2023,1,90,No,4,6,61
8/2/2023,6,41,Yes,4,9,29
8/19/2023,1,54,No,8,0,31
2/13/2023,3,74,No,7,7,56
11/16/2023,5,75,Yes,9,6,62
5/22/2023,5,91,Yes,6,3,78
12/20/2023,6,93,Yes,5,5,83
11/20/2023,8,67,No,7,9,65
8/22/2023,5,78,Yes,6,1,65
4/28/2023,1,83,Yes,9,3,59
10/20/2023,5,43,No,7,7,26
8/25/2023,3,49,No,8,3,32
5/4/2023,4,45,No,4,9,27
1/22/2023,8,96,No,8,3,89
9/29/2023,7,69,No,9,3,57
9/26/2023,5,93,No,5,9,77
11/25/2023,2,85,Yes,8,8,65
2/18/2023,6,74,Yes,9,1,63
3/17/2023,6,88,No,4,6,78
9/24/2023,6,82,Yes,7,2,74
11/23/2023,9,49,Yes,6,3,41
12/2/2023,8,97,Yes,9,0,90
9/3/2023,8,92,Yes,9,2,88
3/26/2023,1,71,No,5,1,47
6/25/2023,5,81,No,7,9,66
5/30/2023,7,81,Yes,9,6,75
11/2/2023,6,42,No,9,5,29
3/27/2023,5,95,Yes,6,0,80
1/20/2023,8,65,Yes,4,7,59
5/24/2023,3,54,No,8,8,34
7/18/2023,6,56,Yes,7,0,47
4/29/2023,5,66,No,6,4,53
11/22/2023,8,57,No,6,6,50
9/5/2023,4,90,No,8,1,72
4/13/2023,8,58,No,7,5,54
1/7/2023,2,51,No,7,7,28
9/28/2023,9,63,No,4,7,59
2/19/2023,9,44,No,7,9,40
10/24/2023,6,63,No,9,9,55
8/24/2023,4,66,No,8,7,49
6/6/2023,4,87,Yes,7,5,70
6/20/2023,6,69,No,4,5,57
10/18/2023,5,54,Yes,6,2,39
8/22/2023,6,86,No,9,1,75
11/28/2023,7,98,Yes,7,4,87
12/28/2023,7,77,No,8,8,70
6/27/2023,9,83,No,7,3,76
3/31/2023,8,73,No,5,4,68
10/22/2023,6,66,Yes,4,5,53
5/22/2023,6,59,Yes,6,5,48
10/3/2023,5,80,No,5,3,63
1/18/2023,1,71,Yes,8,3,47
6/15/2023,9,43,No,7,7,38
8/29/2023,9,44,Yes,4,4,43
3/28/2023,9,92,Yes,9,4,90
11/12/2023,8,97,Yes,7,8,95
12/8/2023,3,47,No,7,3,24
11/10/2023,1,61,Yes,7,6,35
4/21/2023,8,81,Yes,9,4,75
7/18/2023,7,46,No,7,8,37
9/17/2023,5,61,No,4,7,46
7/2/2023,7,85,Yes,9,7,80
5/9/2023,4,69,Yes,9,9,55
4/18/2023,9,76,No,5,9,71
10/7/2023,2,55,No,8,2,32
10/15/2023,9,54,No,9,8,51
3/11/2023,9,44,No,5,7,43
9/10/2023,5,42,No,4,2,23
11/26/2023,1,62,Yes,8,9,37
8/12/2023,7,49,No,9,0,40
8/17/2023,4,44,No,6,4,24
5/7/2023,9,62,Yes,5,3,60
10/22/2023,6,54,No,4,7,44
4/21/2023,3,57,No,4,5,34
10/22/2023,6,64,No,4,9,51
12/4/2023,6,47,Yes,8,4,39
11/2/2023,5,70,No,7,8,57
10/10/2023,2,60,No,6,5,36
9/21/2023,2,41,No,8,2,16
11/13/2023,7,61,No,8,5,52
5/20/2023,2,47,Yes,9,3,25
11/25/2023,6,62,Yes,5,4,51
2/24/2023,5,71,No,6,5,56
11/20/2023,4,47,No,4,8,27
2/3/2023,7,43,No,8,2,33
2/21/2023,8,69,No,6,0,60
9/7/2023,4,58,No,5,1,39
9/20/2023,1,62,No,7,7,41
7/15/2023,1,57,No,6,3,35
8/23/2023,1,92,Yes,4,6,67
3/6/2023,1,68,No,8,1,39
5/29/2023,5,62,Yes,7,9,51
7/2/2023,4,72,Yes,5,7,56
12/14/2023,9,91,No,4,9,93
2/9/2023,3,86,Yes,7,8,68
11/30/2023,7,57,Yes,9,6,49
3/26/2023,8,93,Yes,9,9,88
2/10/2023,6,83,No,5,0,72
12/26/2023,1,72,Yes,4,1,44
1/14/2023,8,46,Yes,8,8,41
7/28/2023,3,90,No,5,9,69
3/19/2023,8,67,No,7,6,66
4/19/2023,4,40,Yes,4,2,20
11/22/2023,8,95,No,9,4,92
10/25/2023,1,78,No,9,0,53
12/6/2023,3,73,Yes,6,9,50
8/3/2023,6,78,Yes,4,2,70
2/9/2023,9,58,Yes,7,3,51
2/18/2023,2,70,No,7,3,45
3/13/2023,1,52,Yes,6,6,25
1/12/2023,3,96,Yes,7,4,75
6/25/2023,4,63,No,4,8,45
2/16/2023,5,44,No,9,6,29
5/30/2023,3,62,No,5,1,43
7/27/2023,2,58,No,9,7,38
8/23/2023,2,40,Yes,9,1,16
3/30/2023,7,72,Yes,4,6,61
8/12/2023,9,98,Yes,7,4,95
1/28/2023,2,89,No,6,9,65
1/3/2023,7,95,Yes,6,5,85
3/25/2023,7,72,No,8,3,66
10/15/2023,7,71,No,6,4,61
4/25/2023,3,98,No,6,4,79
2/1/2023,7,67,Yes,7,6,59
10/26/2023,1,76,No,5,3,52
6/16/2023,1,80,Yes,5,4,56
4/6/2023,5,51,Yes,7,3,37
1/9/2023,2,48,Yes,6,3,29
2/21/2023,9,89,No,4,7,84
11/4/2023,7,94,Yes,9,4,87
1/26/2023,4,50,Yes,9,8,36
12/21/2023,4,72,No,5,4,56
2/25/2023,2,58,Yes,7,7,34
1/18/2023,5,93,No,4,2,77
2/20/2023,4,96,Yes,6,6,80
10/21/2023,1,81,No,7,0,59
11/24/2023,8,73,No,5,4,68
4/1/2023,3,46,No,4,1,26
10/8/2023,6,70,No,4,7,57
10/18/2023,4,91,No,5,5,72
9/18/2023,9,41,Yes,4,4,36
7/19/2023,7,58,Yes,9,2,51
12/19/2023,9,77,Yes,5,0,76
3/15/2023,3,71,Yes,9,9,51
3/23/2023,1,49,No,7,9,28
6/8/2023,5,80,No,8,9,69
8/21/2023,3,47,Yes,6,9,30
1/5/2023,6,65,No,7,7,56
5/5/2023,8,69,Yes,9,4,64
6/22/2023,4,50,No,6,8,33
9/30/2023,5,80,No,6,6,67
11/29/2023,5,59,Yes,9,0,45
7/29/2023,4,99,Yes,9,0,84
1/3/2023,4,59,No,5,6,40
2/4/2023,4,48,Yes,8,6,33
12/15/2023,4,47,Yes,9,8,31
3/25/2023,4,99,Yes,6,1,81
4/12/2023,5,54,Yes,6,6,38
10/4/2023,2,73,No,7,1,48
7/8/2023,2,63,No,8,9,39
10/18/2023,9,72,No,8,9,71
12/5/2023,2,80,No,6,1,55
6/15/2023,6,80,Yes,8,4,70
10/30/2023,2,84,Yes,7,8,65
8/6/2023,5,79,Yes,5,8,65
12/15/2023,4,66,No,6,9,49
3/18/2023,7,60,No,4,0,49
9/5/2023,7,44,No,6,6,35
1/16/2023,6,74,No,6,9,62
1/25/2023,5,60,Yes,5,9,48
10/20/2023,1,43,Yes,9,2,18
9/21/2023,3,88,Yes,9,9,70
6/27/2023,9,87,No,4,9,83
10/7/2023,1,55,No,4,0,29
9/27/2023,5,96,No,4,1,79
5/6/2023,2,70,No,9,5,49
12/28/2023,4,65,No,5,9,49
9/30/2023,1,91,No,8,1,63
4/11/2023,3,74,Yes,4,1,50
8/23/2023,7,45,No,8,3,36
6/9/2023,3,72,No,7,2,53
3/24/2023,4,60,No,5,7,39
8/22/2023,2,55,Yes,8,7,32
1/10/2023,3,86,Yes,9,5,69
9/10/2023,9,78,No,9,3,74
3/2/2023,3,73,Yes,4,6,55
8/31/2023,5,81,Yes,4,8,72
6/6/2023,2,96,Yes,8,1,72
1/3/2023,4,99,No,9,5,86
11/27/2023,7,54,Yes,8,6,47
8/27/2023,7,45,Yes,7,0,34
1/3/2023,3,41,Yes,5,5,24
11/8/2023,5,63,No,9,7,51
2/28/2023,1,95,Yes,6,6,73
11/6/2023,1,88,No,9,1,68
12/8/2023,5,67,Yes,7,1,52
12/25/2023,9,40,No,9,3,38
12/5/2023,1,40,No,7,4,11
12/2/2023,1,67,No,9,4,41
9/20/2023,4,75,No,7,1,57
8/31/2023,4,59,No,4,6,41
4/30/2023,2,87,Yes,8,7,62
1/6/2023,9,47,Yes,9,1,48
7/10/2023,9,40,Yes,5,3,37
7/17/2023,2,65,No,4,2,41
3/1/2023,9,90,No,7,3,91
4/3/2023,6,82,No,5,4,73
9/1/2023,8,88,Yes,4,5,82
5/30/2023,4,64,No,6,1,44
10/11/2023,2,49,No,9,9,29
1/8/2023,2,51,No,9,5,32
5/3/2023,9,80,No,7,8,78
5/3/2023,1,46,Yes,4,7,21
3/15/2023,7,51,No,4,0,43
8/13/2023,3,86,No,7,8,69
11/16/2023,3,79,No,6,9,56
4/14/2023,2,56,No,9,1,31
10/2/2023,6,44,Yes,8,0,36
4/20/2023,2,53,No,6,5,30
9/17/2023,4,73,Yes,7,0,56
3/26/2023,9,87,Yes,8,5,87
12/27/2023,9,56,No,4,1,54
1/16/2023,6,74,No,6,6,61
12/10/2023,4,94,Yes,6,6,77
8/21/2023,7,40,No,9,3,30
7/17/2023,1,98,No,9,1,69
6/11/2023,4,89,Yes,8,6,74
10/24/2023,5,89,Yes,4,0,72
1/11/2023,8,75,Yes,6,1,71
7/14/2023,2,54,Yes,8,1,30
3/8/2023,5,99,Yes,6,0,82
5/15/2023,6,58,Yes,9,8,51
7/4/2023,5,90,No,4,5,76
11/29/2023,9,81,No,4,2,76
9/9/2023,1,44,No,5,5,17
9/21/2023,3,58,No,8,6,40
3/29/2023,2,82,No,9,2,63
2/24/2023,3,78,No,9,3,60
2/10/2023,9,44,No,9,9,44
1/14/2023,9,91,No,7,0,87
9/15/2023,2,51,No,6,5,27
1/29/2023,3,58,Yes,4,5,30
12/12/2023,4,86,Yes,6,8,68
7/1/2023,9,51,No,6,1,44
